username,original_comment,comment,sentiment,label
niningweka,"Luar biasa bpk Jokowi, hebat Indonesia pasti maju. semoga sehat selalu",jokowi hebat indonesia majukan semoga sehat,9.6299,1
nisaliyah02,Makanya jangan dulu berprasangka buruk 😅,berprasangka buruk,-3.3684,0
nixxx766,"bang, kenpa negara gak bikin banyak uang aja buat di bagi ke warga nya dan buat bayar utang negara ke negara aja kan lebih gampang😳😳...tolong jawab",bang kenpa pemerintah uang warga nya bayar utang pemerintah pemerintah gampangtolong,-5.2801,0
nndnrchynt,ya gpp juga sih. kan dlu nya juga ibukota di jogja. pelan2 pasti keren.,yah nya kota jogja pelan-pelan keren,0.4942,1
nngynsfdlh,ingin menghabiskan lahan pepohonan dulu,menghabiskan lahan pepohonan,-0.9524,0
nnurhayatii2,saya setuju aja pak yg penting baik,setuju,0.302,1
noah2043_,ntar kalau Kalimantan udah rusak pindah kemana lagi toh,sebentar kalimantan rusak mengubah kemana,-0.3256,0
noctissrinarendra,"udah ada yg mikirin, asn yg di bawa nggak bakal banyak, kalimantan gede, ya silahkan, tapi lebih baik ibukota pindah.",tersedia pikir asn bawa kalimantan yah silahkan kota mengubah,-4.8951,0
noelleaft17,Mendukung jokowi,mendukung jokowi,2.3152,1
nomercy4u_,semoga aja presiden berikutnya bisa melanjutkan rencana pak jokowi dengan baik😂,semoga presiden melanjutkan rencana jokowi,4.7522,1
nonoyunadhi,kerja nyata Transformers indonesia maju..jokowi pmimpin hebat dan berani,kerja nyata transformers indonesia maju jokowi pemimpin hebat berani,5.6292,1
norferianto,era Bung Karno Jakarta udah macet yaa..😁,era karno jakarta macet ya,-1.8225,0
normarediansyah,saya sangat mendukung 🥰🥰🥰 bismillah indonesiasentris bukan jawasentris,mendukung Indonesia sentris jawa sentris,0.3676,1
nothingwithoutallah,rakyat lapar\nbangun infrastruktur\nsungguh kebijakan yg sangat luar biasa,rakyat lapar bangun infrastruktur sungguh kebijakan,0.1836,1
nott949,di Kalimantan timur aja tau banjir kak... baru baru ini banjir loh 😀,kalimantan timur banjir kak banjir loh,0.2134,1
nova_palupi,"nggih nggih pak ..paham, yg terbaik u Indonesia nggiihh....baiklah 🤩🤩🤩🤩🤩🤩🤩🤩🤩",ya ya paham terbaik indonesia nggiihhbaiklah,-1.7526,0
novaalexsandra2,pinter biar pemerintah gk bisa didemoo..lah klu mau demo k kalimantan y kejauhan...,pinter biar pemerintah didemoolah demonstrasi kalimantan ya kejauhan,-2.0755,0
noval_gusty,setuju biar pembangunan merata jgn jawa aja yg maju,setuju biar pembangunan merata jawa majukan,0.1128,1
novia.880,smg indonesia mkin mju amin,semoga indonesia maju Amin,4.1909,1
novihandayani059,klau di Kalimantan nanti bisa ngawasi tambang kayu tambang batu bara biar bisa ekspor y lancar,kalimantan mengawasi tambang kayu tambang batu bara biar ekspor ya lancar,0.8131,1
novikov_072,eh... itu hutan gimana...,eh hutan,-1.4207,0
noyjames18,udah paham,paham,-0.9507,0
nqcyaa,"@pejeua jd pgn pindah ke Kalimantan, jawa padet",mengubah kalimantan jawa padet,-0.0362,0
nrtrsoct,paru dunia dh terancam🥺🥺🥺\naku sebagai warga kalimantan ngerasa terancam🥺🥺🥺,paru dunia dh terancam warga kalimantan terancam,-2.3321,0
nt_hahaa2,"kita tidak tahu didunia ampe kapan insya allah semoga kita bisa melihat masa depan......, hanya bisa ngebayang, itu siapa yg bikin",dunia insya allah semoga membayangkan,2.2925,1
ntah_036,Knpa ga di medan aja pak😂,medan,0.6587,1
ntodsony,marketing Atau Developer pak..😅😅😅,marketing developer,-0.0327,0
nunihuryani,HALUUÙUUUUUUUUUU.....UTAAAAAAAAAAAANG!!!!!!!!!!!!!😂😂,hutang,-0.0327,0
nurasiah2271,klo bangun transfortasi gk masalah klo pembangunan memindahkan gedung ibu kota negara kg pke uang,bangun transfortasi pembangunan memindahkan gedung kota pemerintah pakai uang,-1.0744,0
nuratriaprilasari92,"😳 Esemka,kartu sembako murah dulu wujudin jangan lompat lompat",Esemka Kartu sembako murah wujudkan lompat lompat,-0.9722,0
nurdincandra667,sehat selalu pak JOKOWI....anda kreeennn bapak presiden ku 🥰🥰🥰👍👍👍👍🙏,sehat jokowi keren presiden,9.1325,1
nurhayatibugis0,@shy slalu pak presidenku,presidenku,0.8818,1
nurlince53,Amin Tuhan meberkati,Amin tuhan meberkati,-0.1539,0
nurraiyah01,Alhamdulillah 🤲🤲🙏🙏,alhamdulillah,1.1442,1
nurstampmojoroto,semoga pak jokowi sehat selalu dan ikn bisa terwujud. dari pada berdoa jelek lebih baik berdoa yg baik. InsyaAllah Indonesia tambah maju,semoga jokowi sehat kota nusantara terwujud berdoa jelek berdoa insyaallah indonesia majukan,8.1942,1
nurtianarpakpahan,semangat ...Pak Jokowi lanjutkan,semangat jokowi lanjutkan,4.3076,1
nurulqurantii_,"gampang cari kerjaan insyaAllah kalo pindah,tapi ga kepikiran kerja di kalimantan jauh bgt sama kampung halaman🥺, gampang cari kerjaan insyaAllah kalo pindah,tapi ga kepikiran kerja di kalimantan jauh bgt sama kampung halaman🥺",gampang cari kerjaan insyaallah pindahtapi kepikiran kerja kalimantan banget kampung halaman gampang cari kerjaan insyaallah pindahtapi kepikiran kerja kalimantan banget kampung halaman,-6.2791,0
nuryanto065,👍👍👍👍 Jokowi is the best presiden,jokowi is the terbaik presiden,2.826,1
nvd.nf,"tapi yah kalo di fikir lagi bagus loh visi misi nya,ibu kota yg pasti jadi pusat negara looknya dibikin alam,menambah kesan keindahan Indonesia",yah fikir bagus loh visi misi nyaibu kota pusat pemerintah looknya dibikin alam menambah kesan keindahan indonesia,-4.1924,0
nvita.shrr,konser kpop di jakarta aja yg sama2 masuk pulau jawa nggk bisa lihat. ini ibu kota pindah ke kalimantan tambah nggk bisa lihat 😭,konser korean pop jakarta masuk pulau jawa lihat kota mengubah kalimantan lihat,-3.1538,0
obetdistro,paling mantap,mantap,2.6736,1
obito_uhiha,kasihan hutan,kasihan hutan,-1.8262,0
ocot007,sehat selalu Pak Jokowi,sehat jokowi,4.3076,1
oct467,sesuatu yang instan itu tidak baik,instan,-0.0327,0
octo8888888,duit drmna nie bosqueeee😁🤣,duit ni bosku,-1.5295,0
odean25,"kok hal yg tdk urgent di dahului, seharusnya bikin pabrik utk memproduksi sesuatu yg bikin ekonomi rakyat terangkat. rimah aja bagus tapi bauatnya p",urgent dahului pabrik memproduksi ekonomi rakyat terangkat rimah bagus bauatnya,-2.0438,0
odera1710,sayang hutan hutan kalimantan yang akan ditebangin dan menjadi tempat bangunan bangunan tinggi,sayang hutan hutan kalimantan ditebangin bangunan bangunan,1.1408,1
odhiepasha,masih dlm mimpi 😭 sama seperti mobil ESEMKA mimpih he tidak jd kenyataan kalau BBM naik nyata dan fakta🥰,mimpi mobil esemka mimpih he kenyataan bbm nyata fakta,-2.187,0
oecha72,"gw yg bego suka mikir, knp sih pemindahan ibukota kudu bikin IKN, knp ga ke kota yg udah jadi aja kayak jogja, Srby, pontianak, atw kota2 besar lainny",bego suka memikirkan pemindahan kota kota nusantara kota jogja surabaya pontianak kota-kota,-5.1177,0
oecok2siregaro,TETEP JAKARTA IBUKOTA YQNG SESUNGGUH NYA,tetep jakarta kota sesungguh nya,-1.6261,0
oemarborkan,gw di jkrt aja dah,jkrt udah,-0.5114,0
ofc_calesto,seteju kolo pindah,setuju mengubah,0.3003,1
ogiebingz,KERENNN,keren,3.8776,1
ogy_saja,bang..kenapa masalah di jawa tersebut tidak di perbaiki dulu...sesudah itu baru memindahkan ibu kota,bang jawa perbaiki dulusesudah memindahkan kota,1.9753,1
ojentjen,mimipiiiiiii,mimpi,0.4764,1
okitriono58,"Indonesia maju , bersama pak Jokowi ,",indonesia majukan jokowi,2.8243,1
olgarine,keren.. love Kaltim❤,keren cinta kalimantan timur,3.8741,1
olievela,mantap kok.\naspek lingkungan mendukung.\nkalimantan adalah pulau bersahabat (welcome) saya suka saya suka.,mantap aspek lingkungan mendukung kalimantan pulau bersahabat selamat suka suka,5.1475,1
om_bams26,JOKOWI IS THE BEST 👍🏻👍🏻👍🏻🇮🇩,jokowi is the terbaik,1.9115,1
omaabel338,mantaaaap presidenku!! cerdas!,mantap presidenku cerdas,4.5028,1
ombex01,mrt kapan selesai?!... apalagi ibu kota.... lama kayanya,mrt selesai kota kayanya,-1.4932,0
ompol70,"gmna kbrnya skrng,Gk ada yg investasi ya skrng",kabar tersedia investasi yah,-2.1156,0
omsugeng788,semangat bapa persidenku,semangat persidenku,2.3635,1
one.fine.dey,cuma halusinasi,Halusinasi,-0.0327,0
onedanny15,mau diapain atuh tanah air kita teh,diapain atuh tanah air teh,-0.7293,0
oniembalelo,Jokowi fakta bukan realita,jokowi fakta realita,0.5217,1
oniongalaktus,sebenernya ga iri sih yg penting jalan bagus sama harga bahan pokok tertangkau gw takut entar byk org hutan di Kalimantan bakal hbis😌,sebenernya iri jalan bagus harga bahan pokok tertangkau takut sebentar orang hutan kalimantan hbis,0.63,1
onodakhi,gua salut. saat kita bangun dari tidur pemuda Indonesia.🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,salut bangun tidur pemuda indonesia,0.7059,1
opa_domz,keren my presiden...banyak sejarah baru yang beliau lakukan buat negara kita...keren,keren my presiden sejarah beliau lakukan pemerintah kitakeren,3.1643,1
opecnadira,apa ada yg percaya?,tersedia percaya,0.2532,1
opikilik,apa cuma saya yg gasetuju ibukota dipindahkan😌,setuju kota dipindahkan,1.2149,1
opllet_2,pk anies lnjutkn,anies lanjutkan,-1.1331,0
oppai_1111,aduhh nambah soal ips aja seehh,aduhh ips seehh,0.6587,1
orang_lewat262,moga aja hutan nya masih terjaga biar di kelilingi pepohonan yg hijau,semoga hutan nya terjaga biar kelilingi pepohonan hijau,0.1841,1
orangsuperbiasa,"kalau alasannya pemerataan ekonomi, kenapa gak pindah ke Papua pak? saudara kita di sana butuh dekat dengan pemerintah.",alasannya pemerataan ekonomi mengubah papua saudara butuh pemerintah,-3.037,0
orangya71,negara tetangga panik,pemerintah tetangga panik,-0.7293,0
orggila.h,"abis deh pohon di kaltim, abis deh pohon di kaltim",habis deh pohon kalimantan timur habis deh pohon kalimantan timur,-4.3433,0
orizasativa999,investasi china kah? awas jdi kyk Srilangka,investasi china kah awas kayak srilangka,-2.0708,0
oryza2610,gagasannya sdh dari jaman Soekarno tapi hanya Pak Jokowi yg berani mengeksekusi 👍👍❤️🇮🇩🥰,gagasannya jaman soekarno jokowi berani mengeksekusi,1.7257,1
osesetiawan,hutan nya akn lenyap.kasihan satwa2 di sana.lebih baik ngk usah di pindah,hutan nya lenyapkasihan satwa2 sanalebih mengubah,-0.6401,0
ownerr_varla,gk peduli mau di pindah atau ngk.. yg penting ngk ganggu sy,peduli mengubah ganggu,-2.6769,0
owsel8,"ekonomi scptnya benahi dulu,bkin rkyat sejahtera pk, 😂😂😂 GK heran lg, klu boleh tanya kpn bsa sejaterahkan rakyat negri ini,",ekonomi scptnya benahi dulubkin rakyat sejahtera heran sejaterahkan rakyat negeri,-3.0999,0
ozzystres,Kasian Ya Alam Kita,kasian yah alam,-3.0336,0
p.haryanto,mengganti indonesia jadi cina ya pak,mengganti indonesia cina yah,-1.9838,0
p.nfery,Konsepnya asli keren si ini,konsepnya asli keren sih,4.1979,1
p_balap111,jakarta sudah terlalu berat jadi ibukota,jakarta berat kota,-2.5228,0
p_balappppp,yang tadinya mau demo pake bus sekarang pesawat okeeeee,demonstrasi pakai bus pesawat okeeeee,0.8801,1
p_r_ple,gpp sih.. asalkan pohon di Kalimantan jangan ada yang berkurang satupun,pohon kalimantan tersedia berkurang satupun,0.6587,1
pacarnya_akaza,"sya tinggal dikalimantan merasa senang dan takut, tapi lebih ke takut karena hutannya😳",tinggal Kalimantan senang takut takut hutannya,0.3659,1
padabalong88,mimpi,mimpi,0.4764,1
padmaayu2,Benerr koq Pak Presiden\n.,presiden,0.8818,1
paemosgnz,lah aku dari jawa timur alhamdulillah air masi ada tuh,jawa timur alhamdulillah air tersedia tuh,0.0405,1
paeshol,lanjut pindh Ibuk kota indo,pindah kota indonesia,0.8784,1
paho_kan,"IKN MANTAP, ! 👍👍\nSELAMAT DATANG IBU KOTA NEGARA BARU...DI Thn 2024.\n SELAMAT TINGGAL JAKARTA YG KUMUH...",kota nusantara mantap selamat kota pemerintah barudi 2024 selamat tinggal jakarta kumuh,1.6399,1
pak_kalit94,sehat selalu pakde 🥰,sehat pakde,2.3635,1
pak_olga42,setuju IKN pindah,setuju kota nusantara mengubah,-0.3946,0
pancayura,saya mendukung sih,mendukung,0.371,1
pandanjati12,ini namanya presiden pembangunan,namanya presiden pembangunan,-1.0675,0
pandanwangi18,"terus uangnya dari mana terus pembangunan tidak sedikit,hutan pada habis lama lama gersang 🤣🙏",uangnya pembangunan sedikithutan habis gersang,-2.9001,0
pangerandepok64,"SEBNRNYA INI BKN SOAL BERANI TDK BERANI, SY YAKIN PARA IN VESTOR TTP LAMBAT KE AREA TERSEBUT.",sebnrnya berani berani vestor lambat area,-2.3014,0
panggilsayaian,pindahin ke kalimantan trus nanti hutan kalimantan gmn?😌,pindahkan kalimantan hutan kalimantan gimana,1.391,1
panji480,cuan besar besaran ikn,uang besaran kota nusantara,-1.9821,0
pantad_amongus,soalny nanti jakarta bakal jadi tempat pariwisata terbesar di indonesia,soalny jakarta pariwisata terbesar indonesia,-0.7293,0
papa_alf4,sangat memprihatinka...,memprihatinka,-0.0327,0
papiih888,Gak segampang itu pak,segampang,-1.1331,0
par1s_1.0,awas duit ny ilang,awas duit nya hilang,-2.9461,0
paragoymuahhmuahh,busett jauh amat\napa kah gw bakal bisa kesitu? bekasi-kaltim ? ga mungkin,busett kah kesitu bekasikaltim,-1.1331,0
paree_vxn,@😇🙏 kgettt,kgettt,-0.0327,0
paridfernan,ibukota Jakarta baru siapa penghuni nya euyy😅 di PIK/pantai indah kapuk aja cina semua 😁,kota jakarta penghuni nya euyy pikpantai indah kapuk cina,-0.6435,0
parkjiuniegf,nonton konser makin jauh,nonton konser,0.393,1
parksehyung7,asik Indonesian akan jadi negara idaman ni 🙃\ntapi masih trauma sama banteng 😭😭,asik indonesian pemerintah idaman nih trauma banteng,2.1493,1
parsambosar,mana yg 10000 T😳😳😳,10000 t,-0.0327,0
paruliansijabat80,tuhan yesus ku menyertaimu pak de,tuhan yesus menyertaimu,-1.5385,0
pat123571,"Presiden anti mlangkrak, terbukti pembangunan di seluruh Indonesia. Salam 3 periode.",presiden anti melanggar terbukti pembangunan indonesia salam 3 periode,2.7041,1
patihtiru123,"kaya asing di telinga saya , nusantara , nusantara kan gabungan wilayah di indonesia dari sabang sampai merauke itu sepengetahuan saya",kaya asing telinga Indonesia Indonesia gabungan wilayah indonesia sabang merauke sepengetahuan,-2.8863,0
patrickwkg,takut nya gak sesuai harapan 😂,takut nya sesuai harapan,-3.1284,0
paul_sun82,pemimpin yg visioner. ruar biasa presidenku.,pemimpin visioner ruar presidenku,1.1678,1
pebedcondor,asiiiik tahun depan bukan anak kota lagi kita... jadi anak kampung,asiiiik anak kota anak kampung,-3.786,0
peggynada,"ampun.. udah dipikir blm bencana alam yg akan datang,berapa byk lahan yg akan dibongkar, sedangkan Kalimantan merupakan salah satu paru paru dunia..",ampun dipikir bencana alam datangberapa lahan dibongkar kalimantan salah paru paru dunia,-2.834,0
pejantantangguh384,bung karno ga nyuruh utang 😁,karno nyuruh utang,-0.0327,0
pejuang_keseruan20,"lihat bukan jokowi menjual tanah negara ini kepada pengusaha,,, dia benar2 pemimpin terburuk",lihat jokowi menjual tanah pemerintah pengusaha benar-benar pemimpin terburuk,-2.712,0
pejuangff13,aaah elaaah sales esemka dah ganti dagangan 😏,aaah elaaah sales esemka udah ganti dagangan,-1.0727,0
pejuangnafkah968,ttp tidk setuju.,tidk setuju,0.302,1
pelepahpisang.id,"nanti pasti dibangun, spot ekonominya dulu yg perlu dibangun biar kereta api gak sia misalkan nanti sudah beroperasi 😁",dibangun ekonominya dibangun biar kereta api sia beroperasi,-2.242,0
pempem_62,buku IPS makin tebal gak ya😅?,buku ips tebal yah,-1.4207,0
penbonar_,"pengolahan minyak yg harus bapak bikin, biar minyak mentah kita sendiri yg mengolah",pengolahan minyak biar minyak mentah mengolah,-3.9091,0
pencar1makna,kira kira monas mau di taro sebelah mana ?,monas taro sebelah,1.7556,1
peni2121,semoga rakyatnya perekonomian semakin maju pak,semoga rakyatnya perekonomian majukan,1.4183,1
pentalkentil,mantap...merata kemakmuran,mantapmerata kemakmuran,-0.0327,0
pentholcaprutt,yg penting jgn banyak hutang,hutang,-0.0327,0
penyangakucing,"yg Setu aja kalau rakyak nya makmur mah.cari kerja aja susah,harga pupuk mahal harga padinya murah giman ini 😳😳",setu rakyak nya makmur mahcari kerja susahharga pupuk mahal harga padinya murah gimana,-2.279,0
peratintin,setuju pak mudah2an lahir peradaban baru dg org2 yg positif,setuju mudah2an lahir peradaban orang orang positif,0.5796,1
perindu625,"pemimpin yg bijaksana adalah yg memberi,keadilan,kemakmuran,kesejahtraan bagi rakyat nya,itu yg pertama,klau rakyat hidup susah buat apa itu semua,",pemimpin bijaksana keadilan kemakmuran kesejahteraan rakyat nya pertamaklau rakyat hidup susah,-1.1865,0
peringatan.kesalahan,pasti dsna tambah panas krna bakal bnyk pohon yg d tebang,dsna panas pohon tebang,-0.731,0
perjumajumahian,"Jokowi yes..., Jokowi yes...",jokowi yes jokowi yes,7.0711,1
perlindugan,gw dukung biar gk demon pusing kalo demon sering macet dan kerja pun jadi terhalang😏,dukung biar demon pusing demon macet kerja terhalang,-0.2236,0
pes_mobile1899,"harus nya ada program, pengangguran wajib transmigrasi,biar penduduk kota padat gak tambah padat dan kumuh,",nya tersedia program pengangguran wajib transmigrasibiar penduduk kota padat padat kumuh,-0.7647,0
petanifitness,ibukota di pindahkan bukan pusat bisnis di pindahkan. pusat bisnis tetap jakarta. cuma gedung president dan Parlemen yang pindah,kota pindahkan pusat bisnis pindahkan pusat bisnis jakarta gedung presiden parlemen mengubah,4.0887,1
petrikpitra,"patung patung yang banyak kenangan bakal hilang dong apa tidaya, berarti ti entra jakarta namanya apa dong kalo ibukota kita di pindahin di Kalimantan dan Jakarta menjadi luar kota dong namanya di ganting namanya",patung patung kenangan hilang tidaya ti entra jakarta namanya kota pindahkan kalimantan jakarta kota namanya ganting namanya,-7.9653,0
pewarnahidupmu_,indahhhh mungkin tanpa polusi,indahhhh polusi,-0.0327,0
pexbrow,Untrusted... 😁,terpercaya,0.2532,1
phaulcrhistian,pemindahan ibu kota negara lmbat laun akan memberikan efek yg baik untuk Jakarta..agar tdk semakin padat,pemindahan kota pemerintah lmbat laun efek jakartaagar padat,-0.9151,0
phing_phingpo,pak saya nitip gedung DPR yg akan datang tolong kursi kursi parlemenya di sama kan posisinya seperti kerajaan Inggris pak,nitip gedung dpr tolong kursi kursi parlemenya posisinya kerajaan inggris,-1.256,0
pinky.ayu_,buku Sejarah semakin tebal.. pasti pertanyaannya buat cucu cucu kita nanti tahun berapakah ibukota indonesia di pindah ke kalimantan? ,buku sejarah tebal pertanyaannya cucu cucu kota indonesia mengubah kalimantan,2.0381,1
pinna_,kalau ada konser di Nusantara dongg,tersedia konser Indonesia dongg,-0.0344,0
pinot890,tak lihat comenanya pada bijak dan berkelas aku suka sama2 orang2 yg pola pikirnya kedepan yg mau maju dan adaptasi dengan zaman serba modern ini,lihat komentarnya bijak berkelas suka orang2 pola pikirnya kedepan majukan adaptasi zaman serba modern,-5.204,0
pipakaca,Presiden terbaik sepanjang masa Bapak joko widodo @Jokowi_ri01 idolaku idola semua rakyat republik Indonesia #indonesia bangkit🇲🇨💪🤝👊,presiden terbaik joko widodo idolaku idola rakyat republik indonesia indonesia bangkit,-0.5147,0
pirji31,tapi kalo pindah ke kalimantan bisa bedampak sama ekosistem,mengubah kalimantan bedampak ekosistem,-0.0344,0
pita03sari,setuju,setuju,0.302,1
pizza_novelia,pak jokowi bisa mindahin ibu kota. not bad dah.,jokowi pindah kota buruk udah,-0.2951,0
